# Program:featureCounts v2.0.1; Command:"/opt/subread-2.0.1-Linux-x86_64/bin/featureCounts" "-p" "-T" "10" "-a" "genes/chrX.gtf" "-o" "featurecounts_out/all_featureCountx.txt" "sorted_bam/ERR188044.bam" "sorted_bam/ERR188104.bam" "sorted_bam/ERR188234.bam" "sorted_bam/ERR188245.bam" "sorted_bam/ERR188257.bam" "sorted_bam/ERR188273.bam" "sorted_bam/ERR188337.bam" "sorted_bam/ERR188383.bam" "sorted_bam/ERR188401.bam" "sorted_bam/ERR188428.bam" "sorted_bam/ERR188454.bam" "sorted_bam/ERR204916.bam" 
Geneid	Chr	Start	End	Strand	Length	sorted_bam/ERR188044.bam	sorted_bam/ERR188104.bam	sorted_bam/ERR188234.bam	sorted_bam/ERR188245.bam	sorted_bam/ERR188257.bam	sorted_bam/ERR188273.bam	sorted_bam/ERR188337.bam	sorted_bam/ERR188383.bam	sorted_bam/ERR188401.bam	sorted_bam/ERR188428.bam	sorted_bam/ERR188454.bam	sorted_bam/ERR204916.bam
NM_003446	chrX;chrX;chrX;chrX	47370600;47410276;47410680;47412369	47370740;47410402;47410775;47413699	+;+;+;+	1695	1	1	4	1	1	2	2	4	3	0	1	6
NR_003710	chrX	47388650	47388776	+	127	0	0	0	0	0	0	0	0	0	0	0	0
NM_001256197	chrX;chrX;chrX;chrX;chrX;chrX	47561100;47562909;47563226;47564797;47564985;47565252	47561251;47563063;47563329;47564899;47565139;47565974	+;+;+;+;+;+	1392	20	28	25	12	19	4	24	13	24	22	27	19
NM_001654	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47561100;47562909;47563226;47564797;47564985;47565252;47566639;47566884;47566986;47567230;47568718;47568987;47569539;47569893;47570878;47571323	47561251;47563063;47563329;47564899;47565139;47565350;47566780;47566911;47567131;47567432;47568894;47569033;47569657;47570024;47571012;47571921	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2496	0	0	0	0	0	0	0	0	0	0	0	0
NM_001256196	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47561100;47562909;47563226;47564797;47564985;47565243;47566639;47566884;47566986;47567230;47568718;47568987;47569539;47569893;47570878;47571323	47561251;47563063;47563329;47564899;47565139;47565350;47566780;47566911;47567131;47567432;47568894;47569033;47569657;47570024;47571012;47571921	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2505	0	1	0	0	2	0	2	0	0	0	0	0
NR_126059	chrX	47482716	47485227	+	2512	68	93	73	21	67	47	92	48	85	52	49	83
NM_001145252	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47624213;47626058;47626328;47626773;47627141;47627471;47628102;47629524;47629769	47624440;47626169;47626519;47626946;47627332;47627641;47628277;47629674;47629970	-;-;-;-;-;-;-;-;-	1598	0	0	2	1	2	0	0	0	2	0	0	0
NM_004182	chrX;chrX;chrX;chrX;chrX;chrX;chrX	47651792;47652081;47657183;47657572;47657782;47658830;47659115	47651895;47652144;47657290;47657639;47657863;47658936;47659180	-;-;-;-;-;-;-	599	0	0	0	0	0	0	0	0	0	0	0	0
NM_001114123	chrX;chrX;chrX;chrX;chrX;chrX;chrX	47635520;47637013;47637751;47638895;47641232;47649921;47650423	47636927;47637114;47638182;47639338;47641475;47650026;47650604	-;-;-;-;-;-;-	2918	0	0	0	0	0	0	0	0	0	0	0	0
NM_003254	chrX;chrX;chrX;chrX;chrX;chrX	47582291;47583408;47584936;47585205;47585543;47586521	47582474;47583536;47585015;47585331;47585667;47586791	+;+;+;+;+;+	916	3115	1290	1582	1080	1363	867	1539	812	2425	809	864	1623
NM_153477	chrX;chrX;chrX;chrX;chrX;chrX	47651792;47652081;47657183;47657572;47657782;47658830	47651895;47652144;47657290;47657639;47657863;47659180	-;-;-;-;-;-	777	0	0	0	0	0	0	0	0	0	0	0	0
NR_045559	chrX;chrX;chrX;chrX;chrX	47651792;47652081;47657183;47657782;47658830	47651895;47652144;47657290;47657863;47659180	-;-;-;-;-	709	0	0	0	0	0	0	0	0	0	0	0	0
NR_045560	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47651792;47652081;47654029;47657183;47657572;47657782;47658830;47659115	47651895;47652144;47654093;47657290;47657639;47657863;47658936;47659180	-;-;-;-;-;-;-;-	664	8	6	5	3	1	1	8	3	4	1	2	3
NR_039926	chrX	47587429	47587505	+	77	0	0	0	0	0	0	0	0	0	0	0	0
NM_002621	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	47624213;47626058;47626328;47626773;47627141;47627471;47628102;47629524;47629769;47630129	47624440;47626169;47626519;47626946;47627332;47627641;47628277;47629674;47629909;47630305	-;-;-;-;-;-;-;-;-;-	1714	1	1	3	5	1	0	4	1	6	3	0	4
NM_001257168	chrX;chrX;chrX;chrX;chrX;chrX	47635520;47637013;47639279;47641232;47649921;47650423	47636927;47637052;47639338;47641475;47650026;47650604	-;-;-;-;-;-	2040	0	0	0	0	0	0	0	0	0	0	0	0
NR_028119	chrX;chrX	47658833;47659895	47659180;47660111	+;+	565	6	1	3	4	3	1	3	3	1	4	0	4
NM_005229	chrX;chrX;chrX;chrX;chrX;chrX	47635520;47637013;47637751;47638895;47641232;47650423	47636927;47637114;47638182;47639338;47641475;47650604	-;-;-;-;-;-	2812	0	0	0	0	0	0	0	0	0	0	0	0
NM_001037735	chrX;chrX;chrX;chrX;chrX	48058178;48060450;48060819;48066872;48071065	48060203;48060545;48060945;48067061;48071141	-;-;-;-;-	2516	0	0	0	0	0	0	1	0	0	0	1	0
NM_001282202	chrX;chrX;chrX;chrX;chrX	48058178;48060450;48060819;48066872;48071267	48060199;48060545;48060945;48067061;48071658	-;-;-;-;-	2827	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282201	chrX;chrX;chrX;chrX;chrX	48058178;48060450;48060819;48066872;48071267	48060203;48060545;48060945;48067061;48071658	-;-;-;-;-	2831	0	0	0	0	0	0	0	0	0	0	0	0
NM_001079900	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48007772;48008376;48009366;48009549;48130657;48131261;48132250;48132433	48007947;48008534;48009444;48009729;48130832;48131419;48132328;48132613	+;+;+;+;+;+;+;+	1190	0	0	0	0	0	0	0	0	0	0	0	0
NM_001190255	chrX;chrX;chrX;chrX;chrX	48058178;48060450;48060819;48066872;48071466	48060203;48060545;48060903;48067061;48071658	-;-;-;-;-	2590	0	0	0	0	0	0	0	0	0	0	0	0
NM_006962	chrX;chrX;chrX;chrX;chrX;chrX;chrX	47974851;47982949;47983285;47988524;48002595;48003508;48003909	47977797;47983038;47983411;47988617;48002653;48003702;48003978	-;-;-;-;-;-;-	3582	0	0	0	0	0	0	0	0	0	0	0	0
NM_001178099	chrX;chrX;chrX;chrX;chrX;chrX;chrX	47974851;47982949;47983285;47988524;48002595;48003508;48003904	47977797;47983038;47983411;47988617;48002653;48003702;48003995	-;-;-;-;-;-;-	3604	0	0	0	0	0	0	0	0	0	0	0	0
NM_205856	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48004336;48007717;48008376;48009366;48009549;48127221;48130602;48131261;48132250;48132433	48004417;48007947;48008534;48009444;48009729;48127302;48130832;48131419;48132328;48132613	+;+;+;+;+;+;+;+;+;+	1464	0	0	1	0	0	0	0	0	0	0	0	0
NR_046742	chrX;chrX	48056310;48066310	48056432;48066582	+;+	396	0	2	0	0	1	1	1	0	0	1	0	0
NM_001007088	chrX;chrX;chrX;chrX;chrX;chrX	47974851;47982949;47983285;48002595;48003508;48003909	47977797;47983038;47983411;48002653;48003702;48003978	-;-;-;-;-;-	3488	0	0	0	0	0	0	0	0	0	0	0	0
NR_028366	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48107982;48109960;48110483;48111260;48113193;48117012;48119534;48120100	48108033;48110048;48110597;48111355;48113242;48117147;48119694;48120686	+;+;+;+;+;+;+;+	1286	0	0	0	0	0	0	0	0	0	0	0	0
NM_175723	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48186220;48187627;48190133;48192232;48194129;48194740;48195290;48196731	48186856;48187731;48190268;48192281;48194224;48194854;48195378;48196763	-;-;-;-;-;-;-;-	1261	0	0	0	0	0	0	0	0	0	0	0	0
NM_021015	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48186220;48187627;48190133;48192232;48194129;48194740;48195007;48195290;48196731	48186856;48187731;48190268;48192281;48194224;48194854;48195129;48195378;48196763	-;-;-;-;-;-;-;-;-	1384	0	0	0	0	0	0	0	0	0	0	0	0
NM_005635	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48255317;48257222;48257746;48258536;48261766;48263782;48266287;48266854	48255432;48257310;48257860;48258631;48261815;48263917;48266391;48267444	+;+;+;+;+;+;+;+	1298	0	0	0	0	0	0	0	0	0	0	0	0
NR_073393	chrX;chrX;chrX;chrX;chrX	48301550;48303604;48304227;48304779;48306113	48301762;48303699;48304341;48304867;48306179	-;-;-;-;-	580	0	0	0	0	0	0	0	0	0	0	0	0
NM_001278691	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48255317;48256051;48257222;48257746;48258536;48261766;48263782;48266287;48266854	48255432;48256136;48257310;48257860;48258631;48261815;48263917;48266391;48267444	+;+;+;+;+;+;+;+;+	1384	0	0	0	0	0	0	0	0	0	0	0	0
NM_021014	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48346428;48347500;48349987;48352100;48353999;48354632;48355181;48356634	48347035;48347604;48350122;48352149;48354094;48354746;48355269;48356753	-;-;-;-;-;-;-;-	1319	0	0	0	0	0	1	0	0	0	0	0	0
NM_012280	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48476021;48477961;48478449;48478617;48479038;48481151;48481289;48481426;48481632;48482403;48482597;48482986;48485736	48476396;48478168;48478518;48478707;48479116;48481203;48481342;48481528;48481715;48482506;48482794;48483027;48486364	+;+;+;+;+;+;+;+;+;+;+;+;+	2091	0	0	0	0	0	0	0	0	0	0	0	0
NM_005636	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48383527;48384034;48384561;48385352;48387311;48389346;48391869;48392756;48402082;48403452;48405944;48408065;48409978;48410750;48411304;48411862	48383564;48384122;48384675;48385447;48387360;48389481;48391973;48393343;48402669;48403556;48406079;48408114;48410073;48410864;48411392;48411899	+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-	2434	0	0	0	0	0	0	0	0	0	0	0	0
NM_177439	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48476021;48476563;48477961;48478449;48478617;48479038;48481151;48481289;48481426;48481632;48482409;48482597;48482986;48485736	48476396;48476668;48478168;48478518;48478707;48479116;48481203;48481342;48481528;48481715;48482506;48482794;48483027;48486364	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2191	1	1	0	0	3	1	4	0	2	0	0	2
NM_175729	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48383527;48384034;48384561;48385352;48387311;48391869;48392756;48402082;48403452;48408065;48409978;48410750;48411304;48411862	48383564;48384122;48384675;48385447;48387360;48391973;48393343;48402669;48403556;48408114;48410073;48410864;48411392;48411899	+;+;+;+;+;+;+;-;-;-;-;-;-;-	2162	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282157	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48476021;48479038;48481289;48481426;48481632;48482403;48482597;48482986;48485736	48476396;48479116;48481342;48481528;48481715;48482506;48482794;48483027;48486364	+;+;+;+;+;+;+;+;+	1669	0	0	0	0	0	0	0	0	0	0	0	0
NM_033518	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48458537;48459536;48459732;48460649;48460986;48461718;48462007;48462233;48462898;48466015;48466230;48466799;48466962;48467710;48467872;48469335;48470182	48459034;48459639;48459876;48460764;48461086;48461797;48462144;48462291;48462980;48466093;48466322;48466872;48467077;48467785;48467925;48469436;48470256	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1993	1515	1210	2337	1625	1537	859	1991	1432	1992	830	1562	1348
NM_001040612	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48383516;48384034;48384561;48385352;48387311;48391869;48392756;48402082;48403452;48408065;48409978;48410750;48411304;48411862	48383564;48384122;48384675;48385447;48387360;48391973;48393343;48402669;48403556;48408114;48410073;48410864;48411392;48411910	+;+;+;+;+;+;+;-;-;-;-;-;-;-	2184	0	0	0	0	0	0	0	0	0	0	0	0
NM_001034832	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48383516;48384034;48384561;48385352;48387311;48389346;48391869;48392756;48402082;48403452;48405944;48408065;48409978;48410750;48411304;48411862	48383564;48384122;48384675;48385447;48387360;48389481;48391973;48393343;48402669;48403556;48406079;48408114;48410073;48410864;48411392;48411910	+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-	2456	0	0	0	0	0	0	0	0	0	0	0	0
NM_002536	chrX;chrX;chrX;chrX;chrX;chrX	48539687;48541333;48544869;48558897;48559158;48559614	48539920;48541442;48545023;48559024;48559346;48562609	+;+;+;+;+;+	3812	1144	806	992	500	506	417	648	502	602	403	620	651
NR_029427	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48597492;48598751;48599353;48599587;48600319;48601784;48602065;48604272;48604848	48598037;48598957;48599462;48599717;48600626;48601964;48602206;48604390;48605194	+;+;+;+;+;+;+;+;+	2091	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282167	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48508959;48509568;48511366;48511892;48512326;48512589;48514240;48514525;48515717;48515890;48516061;48517183;48520375	48509103;48509956;48511487;48511935;48512507;48512719;48514365;48514625;48515793;48515953;48516146;48517293;48520814	+;+;+;+;+;+;+;+;+;+;+;+;+	2018	32	18	25	15	17	9	25	16	20	12	14	32
NM_006579	chrX;chrX;chrX;chrX;chrX	48521776;48523699;48526989;48527155;48528234	48521907;48524072;48527025;48527285;48528716	+;+;+;+;+	1157	2686	2037	3155	1456	1505	1363	1485	1615	1918	1165	1727	1850
NM_017883	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48597492;48598717;48599353;48599587;48600319;48601784;48602065;48604272;48604848	48598037;48598957;48599462;48599717;48600626;48601964;48602206;48604390;48605194	+;+;+;+;+;+;+;+;+	2125	0	0	0	0	0	0	0	0	0	0	0	0
NM_006743	chrX;chrX;chrX;chrX;chrX;chrX;chrX	48574353;48575168;48575561;48576314;48576508;48577026;48577465	48574573;48575283;48575667;48576419;48576604;48577109;48581165	+;+;+;+;+;+;+	4432	10303	16634	10512	7740	6944	3215	8108	9571	10421	6413	9100	10650
NM_001166426	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48597836;48599353;48599587;48600319;48601784;48602065;48604272;48604848	48598957;48599462;48599717;48600626;48601964;48602206;48604390;48605194	+;+;+;+;+;+;+;+	2460	40	23	60	13	19	17	64	22	69	17	33	28
NM_022825	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48508959;48509784;48511295;48511892;48512326;48512589;48514240;48514525;48515717;48515890;48516061;48517183;48520375	48509103;48509956;48511487;48511935;48512507;48512719;48514365;48514625;48515793;48515953;48516146;48517293;48520814	+;+;+;+;+;+;+;+;+;+;+;+;+	1873	0	0	0	0	0	0	0	0	0	0	0	0
NM_203473	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48508959;48509784;48511295;48511892;48512326;48512589;48512835;48514240;48514525;48515717;48515890;48516061;48517183;48520375	48509103;48509956;48511487;48511935;48512507;48512719;48512852;48514365;48514625;48515793;48515953;48516146;48517293;48520814	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1891	0	0	0	0	0	0	0	0	0	0	0	0
NM_203474	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48509784;48511295;48511892;48512326;48512589;48514127;48514240;48514525;48515717;48515890;48516061;48517183;48520375	48509956;48511487;48511935;48512507;48512719;48514141;48514365;48514625;48515793;48515953;48516146;48517293;48520814	+;+;+;+;+;+;+;+;+;+;+;+;+	1743	0	0	0	0	0	0	0	0	0	0	0	0
NM_203475	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48508959;48509784;48511295;48511892;48512326;48512589;48512835;48514127;48514240;48514525;48515717;48515890;48516061;48517183;48520375	48509103;48509956;48511487;48511935;48512507;48512719;48512852;48514141;48514365;48514625;48515793;48515953;48516146;48517293;48520814	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1906	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282166	chrX;chrX;chrX;chrX;chrX;chrX	48695554;48698902;48700091;48706265;48706498;48707437	48695871;48699047;48700753;48706411;48706627;48709015	+;+;+;+;+;+	2983	0	0	0	0	0	0	0	0	0	0	0	0
NM_003173	chrX;chrX;chrX;chrX;chrX;chrX	48696733;48698902;48700091;48706265;48706498;48707437	48696803;48699047;48700753;48706411;48706627;48709015	+;+;+;+;+;+	2736	0	0	1	2	1	1	3	4	1	1	0	0
NM_000377	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48683797;48684283;48685547;48685734;48685946;48686081;48686781;48688054;48688300;48688660;48689320;48691107	48683985;48684423;48685633;48685836;48685987;48686134;48686955;48688096;48688453;48689066;48689434;48691426	+;+;+;+;+;+;+;+;+;+;+;+	1830	3071	2396	3924	2115	2341	1507	3153	1608	2713	1831	2319	2300
NM_006044	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48802080;48802663;48802871;48803128;48805438;48805631;48806368;48806609;48808033;48808258;48814440;48814675;48814834;48814962;48815384;48815575;48815884;48816141;48816465;48817326;48818041;48818220;48820106;48822620;48822912;48823672;48823922;48824166;48824544	48802142;48802785;48802999;48803216;48805522;48805671;48806464;48806706;48808137;48808326;48814566;48814740;48814893;48815051;48815490;48815642;48816052;48816269;48816633;48817459;48818109;48818412;48820255;48822794;48823588;48823785;48824068;48824294;48824970	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4099	1568	1358	1853	902	1121	642	1748	1068	1796	1028	1322	1260
NM_013271	chrX;chrX;chrX	48831092;48831869;48835419	48831455;48832341;48835638	-;-;-	1057	0	0	0	4	2	0	2	1	0	0	2	2
NM_181532	chrX;chrX	48826513;48829081	48826549;48829869	+;+	826	1	0	1	0	0	0	0	0	0	0	0	0
NM_001080489	chrX;chrX;chrX;chrX	48761750;48765835;48770927;48773310	48761853;48765972;48771082;48773648	+;+;+;+	737	0	0	0	0	0	0	0	0	0	0	0	0
NM_002049	chrX;chrX;chrX;chrX;chrX;chrX	48786574;48791091;48791844;48792323;48793172;48793793	48786645;48791329;48792221;48792468;48793297;48794310	+;+;+;+;+;+	1479	2	2	1	0	1	0	2	0	3	0	0	0
NM_001167992	chrX;chrX;chrX;chrX;chrX;chrX	48898492;48901190;48901930;48902442;48902732;48902928	48898576;48901301;48901951;48902517;48902795;48903143	+;+;+;+;+;+	575	0	0	0	0	0	0	0	0	0	0	0	0
NM_001167989	chrX;chrX;chrX;chrX;chrX;chrX;chrX	48897912;48898492;48901190;48901930;48902233;48902735;48902928	48898014;48898576;48901301;48902042;48902517;48902795;48903145	+;+;+;+;+;+;+	977	0	0	0	0	0	0	0	1	0	0	0	0
NM_001167990	chrX;chrX;chrX;chrX;chrX;chrX;chrX	48897930;48898492;48901190;48901930;48902233;48902732;48902928	48898014;48898576;48901277;48902042;48902517;48902795;48903143	+;+;+;+;+;+;+	936	0	0	0	0	0	0	0	0	0	0	0	0
NM_144495	chrX;chrX;chrX;chrX;chrX;chrX	48897912;48898492;48901190;48901930;48902732;48902928	48898082;48898576;48901301;48902042;48902795;48903143	+;+;+;+;+;+	761	0	0	0	0	0	0	0	0	0	0	0	0
NM_005710	chrX;chrX;chrX;chrX;chrX;chrX	48898256;48901190;48901930;48902233;48902732;48902928	48898576;48901301;48902042;48902517;48902795;48903143	+;+;+;+;+;+	1111	7	2	3	3	5	1	4	1	4	1	2	2
NM_005834	chrX;chrX;chrX;chrX;chrX;chrX;chrX	48893447;48893900;48894097;48895038;48896759;48897724;48898067	48893817;48894010;48894225;48895101;48896858;48897821;48898143	-;-;-;-;-;-;-	950	0	0	0	0	0	0	0	0	0	0	0	0
NM_001167947	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48893447;48893900;48894097;48895038;48895352;48896759;48897724;48898067	48893817;48894010;48894225;48895101;48895501;48896858;48897821;48898143	-;-;-;-;-;-;-;-	1100	21	32	36	21	16	7	16	16	13	17	15	23
NM_001136159	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48922026;48923633;48923851;48925847;48934464;48934711;48934954;48944190;48958232	48923295;48923746;48924052;48926050;48934612;48934867;48935018;48944283;48958386	-;-;-;-;-;-;-;-;-	2410	64	35	65	22	29	21	30	34	25	26	44	26
NM_001136158	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48922026;48923137;48923633;48923851;48925847;48934464;48934711;48934954;48944190;48956977	48922910;48923295;48923746;48924052;48926050;48934612;48934867;48935018;48944283;48957631	-;-;-;-;-;-;-;-;-;-	2684	0	0	0	0	0	0	0	0	0	0	0	0
NM_001042498	chrX;chrX;chrX;chrX	48903612;48906392;48909814;48911546	48905482;48906543;48909996;48911958	-;-;-;-	2619	0	0	0	0	0	0	0	0	0	0	0	0
NM_004979	chrX;chrX;chrX;chrX;chrX;chrX	48961378;48966055;48966578;48966761;48966944;48969151	48962806;48966305;48966676;48966844;48967106;48971844	-;-;-;-;-;-	4720	80	72	67	29	33	34	50	39	40	21	39	44
NM_001136157	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48922026;48923633;48923851;48925847;48934464;48934711;48934954;48944190;48956977	48923295;48923746;48924052;48926050;48934612;48934867;48935018;48944283;48957631	-;-;-;-;-;-;-;-;-	2910	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282650	chrX;chrX;chrX;chrX	48903612;48906392;48909814;48911507	48905482;48906543;48909996;48911958	-;-;-;-	2658	0	0	0	0	0	0	0	0	1	0	0	0
NM_001282649	chrX;chrX;chrX	48903612;48906392;48911546	48905482;48906543;48911958	-;-;-	2436	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282648	chrX;chrX;chrX;chrX	48903612;48906392;48909814;48911859	48904892;48906543;48909996;48911958	-;-;-;-	1716	0	0	0	0	0	0	0	0	0	0	0	0
NM_001282647	chrX;chrX;chrX;chrX;chrX	48903180;48904746;48906392;48909814;48911546	48903465;48904892;48906543;48909996;48911958	-;-;-;-;-	1181	0	0	0	0	0	0	0	0	0	0	0	0
NM_001032382	chrX;chrX;chrX;chrX;chrX;chrX;chrX	48897912;48898492;48901190;48901930;48902233;48902732;48902928	48898082;48898576;48901301;48902042;48902517;48902795;48903143	+;+;+;+;+;+;+	1046	0	0	0	0	0	0	0	0	0	0	0	0
NM_001032384	chrX;chrX;chrX;chrX;chrX;chrX;chrX	48898256;48898492;48901190;48901930;48902233;48902732;48902928	48898346;48898576;48901301;48902042;48902517;48902795;48903143	+;+;+;+;+;+;+	966	0	0	0	0	0	0	0	0	0	0	0	0
NM_001032383	chrX;chrX;chrX;chrX;chrX;chrX;chrX	48897912;48898492;48901190;48901930;48902233;48902732;48902928	48898093;48898576;48901301;48902042;48902517;48902795;48903143	+;+;+;+;+;+;+	1057	0	0	1	0	0	1	0	0	0	0	0	0
NM_001282651	chrX;chrX;chrX;chrX;chrX	48903612;48906392;48909814;48910234;48911546	48905482;48906543;48909996;48910317;48911958	-;-;-;-;-	2703	1	1	2	0	0	2	0	0	1	0	0	2
NM_006875	chrX;chrX;chrX;chrX;chrX;chrX	48913182;48914395;48915020;48917781;48918536;48918774	48914294;48914571;48915392;48917831;48918645;48919136	-;-;-;-;-;-	2187	3494	4480	6678	9342	4514	2147	3633	3989	5416	3147	6423	4577
NM_005660	chrX;chrX;chrX;chrX;chrX	48903180;48904746;48906392;48909814;48911546	48903465;48905482;48906543;48909996;48911958	-;-;-;-;-	1771	0	0	0	0	0	0	0	0	0	0	0	0
NM_001032289	chrX;chrX;chrX;chrX	48903612;48906392;48909814;48911546	48904892;48906543;48909996;48911958	-;-;-;-	2029	0	0	0	0	0	0	0	0	0	0	0	0
NM_017602	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48922026;48923633;48923851;48925847;48934464;48934696;48934954;48944190;48956977	48923295;48923746;48924052;48926050;48934612;48934867;48935018;48944283;48957631	-;-;-;-;-;-;-;-;-	2925	0	2	1	1	0	0	2	0	0	0	1	0
NM_001032381	chrX;chrX;chrX;chrX;chrX;chrX;chrX	48897912;48898492;48901190;48901930;48902233;48902732;48902928	48898014;48898576;48901301;48902042;48902517;48902795;48903143	+;+;+;+;+;+;+	978	0	0	0	0	0	0	0	0	0	0	0	0
NM_020137	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	48973720;48975155;48976018;48976241;48978305;48981215;48981416;48981596;48981795;48982979;48983228;48983775;48985268;48987785;48988121;48989611;48989835;48989972;48990685;48990926;48993428;48997250;48998154;48999238;48999438;49002188	48974285;48975309;48976111;48976363;48978435;48981314;48981472;48981691;48981872;48983092;48983440;48983870;48985402;48987877;48988198;48989710;48989882;48990003;48990732;48991110;48993578;48997357;48998180;48999299;48999504;49002264	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3034	2580	1674	2267	1263	1634	827	2038	1359	2209	1213	1793	1459
NM_007075	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49074433;49075136;49075364;49075545;49075866;49076430;49076645;49077643;49077837;49078041;49100205;49101050	49074912;49075281;49075465;49075753;49075945;49076524;49076753;49077747;49077911;49078112;49100554;49101121	-;-;-;-;-;-;-;-;-;-;-;-	1895	3	4	5	5	4	0	7	4	10	0	0	3
NM_001163322	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	49058966;49061959;49062235;49062468;49063861;49064370;49065036;49065454;49065747;49067176;49068544	49059059;49062117;49062289;49062601;49064001;49064664;49065098;49065628;49065845;49068090;49069858	+;+;+;+;+;+;+;+;+;+;+	3445	0	0	0	0	0	0	0	0	0	0	0	0
